claim_amount,frequency,amount_ratio,doc_match_score,time_gap,fraud
4343,7,0.40733445882573627,0.9190117949685456,67,1
20531,3,1.4373424810977318,0.20512780002984093,92,1
45078,1,2.308732394366197,0.9110973578140071,76,0
44919,5,8.238994864269992,0.884755029415665,69,1
32843,2,3.9145411203814064,0.5600617848476898,96,1
42975,5,2.4749481686247408,0.042341248440257905,119,1
31977,1,1.8433734939759037,0.9820690724274872,24,0
7833,3,2.28567259994164,0.4867225060416018,43,1
39155,3,5.990667074663403,0.7620053079630236,29,1
44404,2,14.407527579493836,0.8967167906142226,93,1
16305,2,1.6624184339314845,0.9078671076075818,114,0
27092,8,3.1550017468265983,0.9902741654560743,36,1
45425,5,2.284040627514079,0.8727773725774254,99,0
21463,4,3.534167627202371,0.8741632037031729,23,1
8357,5,0.6407268266503106,0.9252613203374492,89,0
3914,9,0.2683763027975864,0.8489683572049233,89,1
1698,3,0.10946364105208871,0.575124898129919,19,0
37939,9,10.833523700742433,0.9030309713272909,52,1
6486,5,1.181205609178656,0.9017555368231115,100,0
2167,9,1.050921435499515,0.29665218282154887,39,1
23925,5,3.7772339753710136,0.9117494451636083,111,1
7731,9,0.4216065877733544,0.730336802836837,7,1
22677,8,3.1009161766716806,0.967569072633033,66,1
18924,5,1.2780441682987775,0.9641079905915251,17,0
41262,9,17.75473321858864,0.8128778756592747,31,1
35578,6,2.1582044282681228,0.7034060934302256,92,1
4709,4,0.333593085860017,0.9232634970829894,3,1
43956,9,19.853658536585368,0.7248673965080062,33,1
38797,5,2.2148198892504425,0.9933702006262812,45,0
35620,5,2.9675914354744646,0.33231257064079245,20,1
45472,2,6.324339360222531,0.9087246066953851,31,1
43356,6,4.789130674914393,0.9211302117529058,75,1
14323,8,8.592081583683264,0.7509039711686696,36,1
37487,2,24.358024691358025,0.5846368845996999,64,1
39810,6,4.789461020211742,0.8233620162616558,77,1
36547,3,2.6721503253637495,0.917715852516508,47,1
11136,2,11.036669970267592,0.9598191668501225,109,1
38892,7,19.301240694789083,0.9431659992345498,96,1
47318,1,9.17371074059713,0.9487492662119543,49,1
47540,1,2.4998685386759214,0.08031127128037992,21,1
41943,7,3.047518709583666,0.9999153019858391,102,1
16106,5,3.4741156169111305,0.9548942172032234,17,1
49212,9,7.033299985708161,0.7824195391077726,4,1
22949,1,3.840194109772423,0.7140689403373659,95,1
8239,7,0.5319258828846278,0.8428632090367042,3,1
29538,2,5.507738206227858,0.9903921296319469,94,1
25285,9,1.555617078872893,0.8860928654060394,66,1
27698,3,1.6505571777605625,0.9941388175277134,50,0
9017,3,0.8044428584173432,0.8541968467479433,88,0
43318,7,3.826678445229682,0.7441220442787113,56,1
20856,1,4.038729666924865,0.8477854281978608,77,1
40037,3,5.5192996967190515,0.07682750337466346,95,1
7090,6,0.5195281014142302,0.8234983643072584,96,1
37034,2,3.0074711710248496,0.10136103784329872,92,1
38545,6,2.6192579505300353,0.8603270511197569,12,1
19777,2,1.7721326164874551,0.9071184485888095,73,0
24321,9,3.8975961538461537,0.8534971040641783,107,1
20262,1,1.3908566721581548,0.3583668493532583,52,1
1302,8,0.09291372297152643,0.9279866226812756,78,1
45247,2,2.5494140184809555,0.08864345514373602,115,1
6126,3,0.3219127693116132,0.9248848696025762,109,0
41441,6,5.257675716823141,0.7314607499597442,119,1
46540,7,2.4039256198347108,0.7267612986136168,44,1
5632,1,1.2254134029590948,0.9037306957433469,67,0
17616,2,2.3899063899063897,0.8760523354062637,8,0
13199,1,1.7057379167743603,0.8012340501615753,52,0
49447,2,4.427957374406734,0.7991045443842741,33,1
28285,5,1.4795731547837003,0.8463429402426214,94,0
11589,8,0.8250747543784708,0.010945488857016628,101,1
11787,8,1.858561967833491,0.872799525341698,75,1
23350,6,20.90420769919427,0.7512662762170197,51,1
39328,2,21.304442036836402,0.8429858452379235,45,1
33043,5,4.424019279689383,0.9132857436510244,84,1
46587,1,6.396677193464232,0.36637202546497954,64,1
43533,5,14.923894412067192,0.28868406111289047,107,1
48362,1,3.4601130428561206,0.864580935381446,10,1
3219,2,0.16555235548241104,0.726360433372797,63,0
44336,1,2.2879554133553515,0.8818305643167516,35,0
29253,1,1.540604592374131,0.9895080731999537,78,0
2908,8,0.6419426048565121,0.754369919849698,35,1
6415,6,0.9228887929794274,0.9483822661532476,101,1
31523,3,1.9077099975792786,0.89955916620886,26,0
21611,9,1.4349933598937583,0.9048946190251397,72,1
10510,8,1.3231776406899156,0.7904133622492426,23,1
38438,1,12.041979949874687,0.8151673664119634,78,1
37455,8,7.464129135113591,0.8294584429409327,67,1
32110,3,1.961035788445096,0.8486270879211897,94,0
10446,4,0.5332856851133347,0.18703324067732893,101,1
33154,7,9.938249400479616,0.3419338109227899,10,1
38380,1,2.6599209924457687,0.7331895210865621,100,1
7359,4,0.8303057655421415,0.861958191133851,29,0
15382,4,3.9532253919300953,0.7036609216954133,115,1
40666,4,22.68042387060792,0.8037087980511758,11,1
15153,8,1.285350750699805,0.8270790587261448,90,1
11541,8,0.9252786017798444,0.7054330551462521,60,1
28306,4,1.7319953496909992,0.9767498143531888,72,0
1126,1,0.11495661051556917,0.7206764618101656,51,0
40964,8,9.378205128205128,0.8352518114212396,46,1
23116,5,5.233416345936155,0.73739880436098,57,1
36840,6,6.506534793359237,0.8823683181382775,47,1
10524,9,1.411480686695279,0.20009950301468651,63,1
35393,6,3.69562493473948,0.844251093426722,91,1
37368,3,2.0102210984991125,0.29902066364368785,70,1
20956,8,1.4480375898286346,0.874176505083413,22,1
20097,2,3.050546448087432,0.9926623947048269,105,1
38011,6,3.4821363136680104,0.17975754705988622,96,1
42949,7,12.334577828834004,0.9694162868322141,32,1
3717,1,0.34764309764309764,0.8694523399787849,18,0
34536,3,2.0887867424700617,0.860336767377174,113,0
27737,6,2.078923699595263,0.8119927948839258,74,1
11093,2,0.7192971080274931,0.9519366578369712,7,0
16708,8,0.917215634606939,0.7761665692129912,87,1
11682,8,2.716744186046512,0.39164766471112483,111,1
14575,2,1.624860646599777,0.9166800795566977,46,0
19922,4,2.129328772979906,0.2438353849641132,55,1
18327,2,2.563216783216783,0.9207713839588006,85,1
21079,3,1.4186015209637257,0.9111838405415529,1,1
24236,4,4.1492895052217085,0.8089177636585272,119,1
15596,5,1.0966879966247098,0.8088273683997836,53,0
8083,3,0.6684032084677086,0.7342713777761191,30,0
20063,7,3.4407477276624934,0.7067407924960352,14,1
13808,8,2.743492946552752,0.7773663056299607,118,1
18685,4,1.9396864943423648,0.9073665572828963,37,0
17458,6,2.696216216216216,0.720152619974713,37,1
32896,6,2.3708828828828827,0.7032987485975442,85,1
41760,6,7.934638039141174,0.8899294190072342,53,1
9646,1,2.430335097001764,0.9312734131192811,46,0
21609,6,1.1512519978689397,0.05420217634656472,115,1
14081,5,1.800869676429211,0.7891365146869525,99,0
29769,7,8.021827000808408,0.9197716291630751,33,1
41483,4,2.4654106739569714,0.7154277440452751,62,0
25058,2,1.6128990731204944,0.7319794759401315,73,0
36111,1,16.120982142857144,0.8794858174804464,25,1
14350,3,1.0694589357579372,0.0014036343754669554,51,1
20933,6,1.0622652999086573,0.9422290755450283,49,1
36772,1,2.0759893863264267,0.8563902002240709,12,0
2341,8,1.749626307922272,0.9419683443584349,87,1
3421,6,0.5413831302421269,0.8468274890929421,15,1
26064,7,2.7172643869891577,0.3407671383315777,7,1
45813,5,8.756307339449542,0.06916921274837062,59,1
30398,2,7.0791802515137405,0.9533648195605211,18,1
18850,7,1.8170426065162908,0.8682031582010542,45,1
14409,3,3.617624905849862,0.8213456349045551,39,1
29535,1,2.3112137099929573,0.795625750879621,82,0
49288,2,5.187118501368133,0.9971023940025332,119,1
10996,2,0.6554992548435171,0.7210089117242413,46,0
17371,1,1.8409283594743535,0.8742271621681983,108,0
11616,9,2.622121896162528,0.9196815421553935,49,1
3050,8,1.0056050115397297,0.7700823253149729,25,1
26280,5,1.719220201491561,0.8152979941479045,88,0
10155,5,0.7658371040723982,0.250548465470957,56,1
41970,2,2.5417877906976742,0.7194959228448682,72,1
49988,6,4.961095672886066,0.7361016286104988,107,1
18320,1,1.559812686249468,0.8050375777500189,5,0
9245,7,0.623314455231931,0.9984723467939306,61,1
43874,3,2.821297665744968,0.839014224464686,13,1
8287,9,1.4602643171806167,0.7274460512193264,105,1
47007,3,3.9588175846387066,0.5332488479213863,25,1
24265,9,1.6424123460132665,0.8652572111827418,59,1
16585,8,2.00036183813774,0.7779261351280978,5,1
6295,2,0.6821629822280018,0.9049776290978788,69,0
22452,1,3.6021177603080377,0.8441759731979943,93,1
19546,3,7.543805480509456,0.8631336723992198,77,1
35080,6,4.219388982439259,0.7735856596766003,59,1
19088,9,1.3181410123610249,0.4193944428237526,60,1
23534,5,1.3757745820180054,0.8396410026309951,31,0
48638,5,10.259017085003164,0.7003360334440328,2,1
49845,7,4.459604545047866,0.8850780755127227,113,1
35832,8,4.4739667873642155,0.8619956139147567,35,1
2007,6,0.17145053818554587,0.862379973602833,96,1
14281,5,2.347304404996713,0.75212604259227,100,0
8491,1,0.5354057632889841,0.349302276105764,65,1
21953,8,1.263263896881114,0.997044511825194,47,1
25860,4,7.543757292882147,0.7196878433722038,33,1
8813,3,0.6884618389188345,0.2811236500611506,4,1
15288,3,2.027586206896552,0.8581072288635586,29,0
11396,4,0.5933253501327641,0.40829958124482785,22,1
12722,3,1.006089363384737,0.25940088062556116,21,1
40214,5,2.347166287281854,0.8326896287142731,1,1
13857,6,1.115251509054326,0.7093402248653534,25,1
18175,2,2.844287949921753,0.8629698417369874,60,1
40341,9,5.953512396694215,0.0921948228966676,27,1
47765,2,6.505720512122037,0.7393734633047162,53,1
6655,3,0.40951326072241706,0.844456705453765,78,0
12536,4,4.537097357944264,0.7676620427331206,60,1
6109,5,0.3490857142857143,0.8299740246914966,64,0
21172,1,4.097542094058448,0.9041369879077976,82,1
18773,6,2.6241263628739167,0.9580367191567614,102,1
31087,6,6.528139437211256,0.14522700951751646,46,1
39559,6,2.3244021387860627,0.9327414207378868,114,1
7368,1,0.4893730074388948,0.7099609326374099,116,0
44201,6,40.588613406795226,0.9401760097327249,98,1
1105,7,0.057316250842886045,0.9119427179460704,6,1
19440,6,12.525773195876289,0.9612907371238257,50,1
4389,4,0.30002050721170276,0.8453195342722122,75,0
47163,4,3.727416422982692,0.83569548535549,3,1
22288,2,1.3632638081839867,0.8950882557620361,25,0
14612,3,2.5280276816608995,0.47381910428548746,55,1
27911,3,2.4962883463017618,0.7685364223993896,96,0
3920,3,0.2608985024958403,0.766168337476697,54,0
47286,1,5.907058088694566,0.8247722098440822,24,1
9595,5,0.695138737955517,0.930317166420034,60,0
40063,2,2.097978634268957,0.8764175134270238,117,0
32585,4,2.7574680544977577,0.9378868283816895,39,1
13201,3,0.7030035147513047,0.8077453088998694,3,1
49364,2,3.5861968761351255,0.14252599495432658,78,1
34142,5,2.5871031294991287,0.774169322320953,60,1
30052,8,9.167785234899329,0.8778852554304782,70,1
36984,9,11.880501124317378,0.7027091212388651,65,1
22927,8,1.6872976155431263,0.7704022114784653,10,1
45738,6,2.590947714269529,0.834633272149421,76,1
46917,9,4.4802330022918255,0.876365311333116,76,1
24040,9,1.3386045993652207,0.8138075769767271,107,1
7116,5,1.5577933450087567,0.8339105939537756,111,0
2742,6,1.6936380481778877,0.7102563297817475,78,1
17001,9,1.0728890571753125,0.715509051172458,1,1
40030,3,3.4143636983964516,0.7948468314930252,113,1
34997,4,10.640620249315901,0.7014819942803229,98,1
46272,2,2.821807537504574,0.8546788085737751,50,1
10110,6,0.7708730461303851,0.07962879229156643,52,1
2969,7,0.2644988864142539,0.4384976849225258,29,1
41287,6,7.356913756236636,0.7765919574185295,65,1
48414,7,2.9205525728418893,0.7052547972586186,82,1
16504,8,12.675883256528417,0.709116117909051,72,1
38208,4,9.38310412573674,0.8976656410697972,53,1
43287,5,3.3647104547221143,0.7477862335728415,64,1
41901,9,4.7356464737793855,0.9257283287846718,117,1
20614,9,2.5405472023662803,0.8212420964953099,110,1
2667,6,0.5215095815408682,0.9286855404329847,105,1
49406,3,2.6318985723417856,0.7360627166111825,54,1
27200,5,5.755395683453237,0.8829495416496084,15,1
10108,3,2.608516129032258,0.8789456424956265,96,1
29144,3,1.8879315929260867,0.3620691560288267,110,1
26537,9,2.5970835779996087,0.9854435678997974,66,1
44461,5,20.423059255856682,0.08939511358211683,48,1
12556,4,1.0444185659624023,0.864824271529136,46,0
27987,5,19.905405405405407,0.9690142869520367,117,1
22627,9,2.28417120936806,0.7591462379718632,13,1
38650,2,2.6391259815636734,0.7770329703161524,52,1
28117,3,1.607696266224484,0.9148452022669581,49,0
44596,4,14.216130060567421,0.10868960972080818,95,1
45139,7,5.605936413313462,0.17716697353218605,113,1
25489,8,2.3895190775288273,0.4894491861025685,44,1
6495,7,2.8239130434782607,0.7684239315846797,9,1
17393,8,1.497202375828527,0.9717673314363281,24,1
36993,5,2.7737122291369873,0.9553522782558312,39,1
37041,9,32.350218340611356,0.7449111903870873,55,1
27160,3,1.457628937905866,0.8606074305527982,22,0
12695,5,0.7461502292229928,0.7618558493555279,11,0
10160,9,1.2065075406721293,0.16472415240007524,7,1
29482,6,2.3504743681734834,0.0624657896304998,90,1
34893,7,4.494204018547141,0.05139494975785832,97,1
8843,3,0.5065879926672777,0.7679969206680963,41,0
7704,2,1.2731779871095688,0.7701136245731299,21,0
35503,2,3.834845538993303,0.7973001259346126,3,1
9533,6,1.5255240838534165,0.8985517569548136,81,1
10686,4,6.4334738109572545,0.9872875853516141,77,1
49604,9,41.096934548467274,0.8268067340188568,55,1
4083,1,0.277547413500102,0.9386349882369187,16,0
16901,7,3.1050891052728273,0.7060079067777473,84,1
42323,1,2.3953251457354687,0.8870757064008279,82,0
27342,1,1.4863013698630136,0.9346084263011157,98,0
17163,1,2.5306694190504277,0.8080409222414557,85,1
36585,9,1.840291750503018,0.819094455122285,23,1
19073,4,3.5281169071402148,0.4717655740542567,15,1
5437,5,1.0646171920892893,0.7349099193656428,82,0
22932,3,1.8462281619837373,0.9604170070322351,6,0
29495,7,3.3929598527550904,0.24178810725909686,66,1
21609,3,2.5807954138301685,0.8922916232035996,25,1
9984,6,1.0751669179409864,0.8818758813252932,54,1
9429,4,0.7768166089965398,0.9475602302246704,13,0
49244,2,2.9397647901617816,0.8518322664540252,79,1
47659,4,13.640240412135089,0.7648114547528798,2,1
38947,7,5.117871222076215,0.8693323272036647,34,1
32497,9,6.70041237113402,0.8858493254222763,79,1
26032,7,1.976913730255164,0.07283096365345733,62,1
29141,3,3.9347826086956523,0.7186875394390188,4,1
47851,7,4.219664902998236,0.7918760862359835,52,1
34187,6,2.0817805383022776,0.8214395287255599,99,1
32238,6,12.647312671635936,0.23224725620137848,5,1
5481,5,0.27854855923159016,0.8746444689339916,87,0
41761,8,6.383521858758789,0.7970501184734421,90,1
25817,5,1.5140159512080695,0.98787299329631,36,0
42424,3,7.320793787748059,0.8498001504935855,55,1
30300,4,5.29812904353908,0.84280543881063,105,1
29380,4,2.5249226538329324,0.06128971779452286,9,1
26000,1,1.4480646059593427,0.16762062836082983,114,1
21281,8,2.148293963254593,0.8159046729544946,86,1
24472,1,3.0216076058772687,0.96473783213683,69,1
31111,1,3.043235840751247,0.05087520962748193,43,1
37224,3,10.03071948261924,0.30514757366854706,104,1
45857,4,4.220228234861034,0.9826946169019579,115,1
29138,5,2.9243275792854275,0.9293117986665208,64,1
48241,6,3.3784578752013448,0.9696702472018706,8,1
36144,2,2.8184653774173425,0.7782139899759749,105,1
13504,7,1.7072060682680152,0.9396142574963724,12,1
6978,8,0.3843992728474632,0.874726797462174,95,1
4983,2,0.2783021502373639,0.9784250920978149,55,0
46000,9,8.239297868529464,0.8318214969083356,89,1
12889,6,0.9709227871939736,0.7364504128902754,32,1
34453,1,2.598657414391311,0.7950767432034834,39,1
11736,9,0.9633886061402068,0.9265125786238835,21,1
16997,8,13.06456571867794,0.9329342339499174,108,1
43719,6,3.7134969846258388,0.9183841530192229,2,1
46268,4,2.7343537615980145,0.8517558078855487,88,1
30739,6,6.465923432898611,0.9230271358229828,3,1
9894,6,0.5086889460154241,0.05625415238733397,108,1
10496,5,1.0987124463519313,0.9435256650597129,108,0
26860,3,1.506280843427546,0.7581861601803325,64,0
30545,2,2.3949349223772933,0.9227044151717527,46,0
15566,2,4.927508705286483,0.866267954239605,86,1
44241,6,10.835415135929464,0.7607441680495712,34,1
41372,9,2.5259173331705234,0.7446664150997334,119,1
13087,3,0.7070996325913118,0.23122552982841707,4,1
43003,8,21.362642821659215,0.8174577094533488,85,1
14109,8,0.9080903649353157,0.8066479031324072,57,1
38804,4,3.2823549314836744,0.8926976577715682,88,1
49868,7,6.524663090409525,0.8810462999789365,34,1
17029,2,1.1184158675949034,0.9475148230540186,49,0
4390,3,0.32060176732637113,0.9237775626441024,58,0
38861,5,3.194229820812099,0.8560889730755962,45,1
30411,7,4.191152149944873,0.7265801289038851,116,1
20194,9,10.001981178801387,0.7520440222797872,70,1
35051,4,1.8073115396514385,0.9973379295463911,75,0
49998,9,3.599827201382389,0.7553428759400918,61,1
9329,2,0.6185519161914865,0.014515058334813147,118,1
36525,1,1.894057249533292,0.716840831024863,35,0
6017,3,0.6686298477608623,0.48158598587742624,74,1
26279,5,2.2664079344545063,0.04836090825427479,103,1
6105,3,1.5902578796561604,0.9296538696973329,54,0
18069,9,2.07451205510907,0.8416181302590995,85,1
16261,8,1.6152776398132511,0.021772573568101295,7,1
1162,7,0.12281999788605856,0.7815849178385893,54,1
35782,9,29.719269102990033,0.7469145413210343,100,1
31314,4,3.472773649772652,0.7417736113352785,68,1
18073,1,1.1820916999149715,0.8644961751179272,88,0
